Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Label
9449.44,38167.3,-3670.58,42,180,2054,1
7726.52,4619.29,-2555.36,23,131,271,1
10215.2,48457.4,-3850,24,216,2677,0
12338.5,115933,-1690,42,235,4905,0
5492.68,3766.63,-808.519,44,51,132,1
11980.8,29131.2,-4097.86,51,214,1469,0
4167.12,2317.27,-986.935,47,51,132,1
13211.1,132082,-4671,110,269,5619,1
9514.69,39271.5,-2720,26,196,1885,0
22777,246796,-12500,102,537,8350,0
17930.1,394569,-8050,89,473,14125,1
10195,37853.8,-4191.1,133,205,1751,0
8176.37,10494.7,-3035.92,89,139,587,0
12024.5,19634,-3361,86,167,973,1
5387.27,4296.01,-1130,13,79,317,0
9054.93,27139.2,-2210,28,156,1364,0
2518.96,51.3272,-523,6,33,5,1
35608.7,1011380,-13422,185,727,26725,1
12050.9,61203.4,-5590,38,247,2754,0
17731.7,161903,-9202,86,388,5863,1
13856.7,117929,-7260,35,285,5111,1
30240.5,543358,-14115,114,708,16061,1
8413.87,24073.9,-2772.2,23,154,1252,1
5720.23,16122,-2347,14,123,932,1
4304.14,1426,-746,5,66,113,1
7147.24,13999,-2380.04,87,120,809,0
2275.3,54.6222,-586,96,33,5,0
5349.45,4449.94,-1070,16,88,292,0
6039.84,7749.09,-1753.12,73,104,457,0
6837.26,7729.31,-1629.46,52,104,457,1
9230.25,28713.3,-3397.78,35,179,1626,0
11215,50006,-5919,55,194,2457,1
12249.3,92012.1,-5250,50,254,3885,0
13123.2,60739.8,-4940,32,247,2754,0
10514.3,33041.4,-4220,34,234,1581,0
6626.46,10442.1,-3180,16,109,689,0
4533.4,1175,-914,15,62,88,1
13718.6,46730.4,-5744.39,65,273,2061,0
9021.87,28025.4,8220,29,166,1414,0
10118.2,35077.7,-4449.89,113,208,1691,1
14505.4,185774,-7643,59,335,7099,1
14242.3,139741,502,35,315,5844,1
12881.8,65222,-5748,23,237,2605,1
7782.16,6518,-2882,27,120,458,1
9792.46,33109.2,-3601.05,85,176,1922,0
13892.7,143280,-6281.03,157,308,6057,0
4054.12,1938.13,-1082.93,10,63,166,0
5825.5,7567.26,-1863.51,75,104,457,0
16311.4,216020,-8490,76,375,7582,1
9880.87,27561.5,-2440,25,194,1521,0
9944.73,34911,-3899,121,172,1682,1
6302.84,7301,-2549,58,112,485,1
9964.92,12858,-3425,32,160,623,1
7672.88,9596.85,-2851.2,36,138,554,0
15559,116197,-5020,61,271,4426,0
13903.7,138936,-6890,34,315,5844,0
20182.4,240663,-13288,126,555,8486,1
6733.26,6458,-3734,10,119,428,1
10008.1,9011,-2057,18,113,423,1
12455.8,101900,-6603,31,289,4621,1
5993.3,4806,-1941,18,111,345,1
10083.8,29548,-6737,60,180,1211,1
6868.51,10443.7,-3160,15,109,689,0
13261,60732.9,-4980,26,247,2754,0
8974,16556,-4562,56,206,809,1
5662.59,2223.17,-1430.14,15,82,185,0
5628.66,4708.71,-1230,21,85,343,1
6130.7,5171.21,-1440,24,85,343,1
10137.5,37160.1,-2560,40,196,1997,1
6358.75,5200.46,-892,14,85,343,1
8696.07,11055.3,-3199.2,29,156,654,0
3921.12,2164.91,-1157.18,20,54,165,0
18660.6,139146,-3790,105,449,5537,0
12682,38214,-7171,19,162,890,1
11468.3,68943.4,-5165.95,146,247,3373,1
24514.4,317109,-10145,110,511,11126,1
5524.19,4319.3,-1440,17,88,292,0
6531.3,12347.5,-1850.15,16,105,765,0
15247.7,61967.4,-5030,40,215,2188,0
10498.9,87759.2,-5160,41,254,3885,0
23258.5,362574,-13808,105,463,8476,1
19076.6,188278,-6897,47,372,5963,1
13574.3,46634.6,-5819.59,61,273,2061,0
14848.1,52804,-5029,36,250,2062,1
7879.41,4797.89,-2660.4,20,131,271,1
19188,163557,-9780,84,388,6290,0
6463.77,3017,-1753,18,99,207,1
20184.2,183128,-4240,78,403,6746,1
8311.96,26510.9,-4210,26,166,1414,0
9676.93,19306,-2681,28,137,890,1
7029.83,11699,-4529,48,122,694,1
6443.27,6333,-1889,9,104,397,1
2506.87,51.7574,-411,92,33,5,0
9466.99,11375,-2667,24,152,552,1
10690.6,68219.7,-5412.34,147,247,3373,1
8741.71,25550.6,-3116.68,40,157,1519,0
7156.77,4136.89,-2252.77,69,101,249,0
5125.96,4415.91,-1660,34,85,343,0
16082.2,142359,-7970,153,333,5742,1
10958,58475,-6470,90,193,2523,1
11862.8,33950,-1060,31,166,1111,0
13154.7,60396.9,-5000,27,247,2754,0
15955,161357,-7747.97,72,352,6744,0
10790.3,68091.2,-5353.21,150,247,3373,0
9655.61,28294.9,-2730,31,156,1364,1
13859.6,52497.6,-6014.78,43,288,2334,1
19289.9,162049,-10300,82,388,6290,0
28806,545495,-15120,122,691,16964,1
12310.4,41739,-5500,146,264,1939,1
11067.1,87068.3,-3190,17,220,3450,0
33218.7,1332590,-24325,194,866,36765,1
18414,204909,-9700,69,390,7459,1
2436.78,66.7972,-339,92,33,5,0
8758.69,11405.5,-3114.74,40,156,654,0
10921.8,38127.8,-4102.48,100,205,1751,0
10544.3,38120.2,-4218.68,97,205,1751,0
14483.3,141340,-7339,108,296,5330,1
7680.97,9366.45,-3033.14,101,130,490,0
12963.1,86104.5,-6775.34,54,291,3799,1
8568.59,12297.9,-2457.77,57,128,693,0
6316.49,7443.83,-1595.74,48,93,545,0
5222.92,4304.7,-1700,14,88,292,1
9191.46,29214.2,-3456.45,32,179,1626,1
9956.07,10314,-1120,38,154,587,0
6902.03,15298.2,-2619.08,81,119,931,1
12634.9,96773,-6422,139,287,4148,1
9622.82,51702.9,-3230,27,188,2599,1
21997.7,516130,-11445.2,148,540,18067,0
5850.42,11087.7,-1891.9,12,102,764,0
8364.22,10480.5,-2891.94,98,139,587,0
9289.89,32883.7,-3661.62,90,176,1922,0
13737.8,116122,-1940,40,235,4905,0
11067.8,39569.7,-3868.43,54,193,2118,0
7824.86,50015,-3360,52,188,2599,0
9455.5,12545.5,-2314.61,65,128,693,0
9144.05,26226.2,-3512.29,20,174,1415,0
8024.39,9620.35,-3038.25,101,130,490,0
13247.8,90678.4,-5232.32,51,254,3973,1
7165,4040.21,-2268.54,70,101,249,0
14701,113348,-5798,28,271,3061,1
4456.48,3060.4,-1245.17,31,71,249,0
21286.1,199230,-5240,78,403,6746,0
14435.7,191551,-9974,93,324,7817,1
12284.5,113801,-3370,48,235,4905,0
4894.55,3139.86,-1195.88,38,71,249,0
13526.9,104073,-4535,49,274,4249,1
12897.7,111016,-6278,29,305,4428,1
5788.34,4911.39,-1480,22,85,343,1
17863.9,117320,-5667,58,305,4162,1
11641,85283,-5184,28,244,3795,1
5724.76,6411.89,-1982.53,66,92,459,1
4323.8,1991.7,-1041.71,6,63,166,0
11905.9,67599,-7002,108,248,3293,1
9945.33,52721,-6196,18,190,2595,1
10234.7,65991,-5551,75,207,2823,1
8091.08,21099.8,-2890.52,77,145,1156,0
10987.8,28440.5,-2700,31,194,1521,0
9185.03,20536.6,-3544.17,101,163,1162,0
11073.9,69620.6,-5312.29,144,247,3373,1
14133.2,80260.5,-4210,56,272,3539,0
9615.02,25822.5,-3391.89,25,174,1415,0
7793.93,4648.58,-2692.23,39,131,271,1
15032.9,113802,-4320,63,271,4426,0
5103.41,4220.3,-1120,21,85,343,1
13435.9,52822.5,-6288.95,55,288,2334,0
12961.4,73896.8,-4090,32,249,3630,0
5818.53,4807.3,-1720,20,85,343,1
9257.87,11926.3,-2591.26,89,136,619,0
10204.8,50774.2,-4810,71,224,2192,0
13043.8,79949.3,-5630,59,272,3539,0
3868.82,2183.91,-1141.17,20,54,165,0
10263.5,49222.7,-2770,36,216,2677,0
7970.11,4726.55,-2684.02,27,131,271,0
17370.4,242591,-10264,135,441,8869,1
9152.42,20700.1,-3490.95,92,163,1162,0
9307.48,39108,-2770,27,196,1885,0
5815.17,9151,-2388,13,98,650,1
9045.76,12123.3,-2675.4,92,136,619,0
11464.1,32079,-5161,40,188,1521,1
20533.1,288372,-13643,308,491,10392,1
10012.3,19160,-2870,47,182,939,1
8419.96,9605.1,-2787.35,14,138,554,0
11677.3,31899.9,-2710,47,234,1581,0
13755.2,47336,-5759.16,69,273,2061,0
13485.9,139419,-7724,221,306,6277,1
8800.07,27399,-4663,63,153,1359,1
10384.9,37842.3,-4256.82,135,205,1751,0
8384.63,22947,-2680,19,148,1206,1
9514.37,39261.6,-4413.06,21,193,2118,0
5133.37,1715.27,-1327.46,10,76,147,0
10877,38213,-3320,43,196,1997,0
5851.83,5093.59,-1911.67,61,96,347,1
8435.28,10479,-3604,65,144,621,1
7549.37,8996,-2841,6,118,455,1
7078.89,6562.1,-1920,11,119,395,0
8733.17,25411.9,-3189.65,29,157,1519,0
11694.8,47035.6,-6750,26,215,2188,0
6207.89,7573.13,-1726.45,50,93,545,0
9701.36,34140.3,-3608.73,84,176,1922,0
6467.26,7371.5,-1453.47,48,93,545,0
19828.1,318408,-8803,66,471,11572,1
5704.59,4131.23,-1523.52,126,88,318,0
7786.53,50282.2,-2520,42,188,2599,0
9010.38,37651.8,-3700.29,51,180,2054,1
10757.2,49814.8,-4930,27,216,2677,0
5510.47,1636.31,-1383.12,13,76,147,1
14937.5,63855,-7274,134,270,2611,1
8765.32,18848.9,-3345.73,74,148,977,1
10418.7,38961.1,-4117.8,27,193,2118,0
13444.6,49277.4,-2910,43,223,2059,0
8544.9,12439.7,-2885.69,57,136,619,0
14241.3,52674,-4380,40,215,2188,1
7174.03,3027,-2085,11,108,187,1
12315.4,108070,-5844,35,299,4521,1
9172.19,38292.3,-3861.11,37,180,2054,1
9432.26,25734,-4786,24,165,1411,1
8851.7,22672.8,-338,21,166,1111,0
17645.8,178775,-7040,67,403,6746,0
4797.59,4127.65,-1368.05,9,72,340,0
11986.7,51362.1,-6510,32,215,2188,0
16231.7,166413,-9430,86,331,5959,1
9584.34,27657.9,-2932.47,100,158,1403,0
7882.96,11532,-2832,117,139,696,1
9305.86,39288.3,-4060,24,196,1885,0
6166.57,11214,-1891,38,107,765,1
5644.26,4415.22,-1210,20,88,292,0
15076.9,170106,-3700,79,403,6746,0
4138.94,2283.54,-934.906,45,51,132,0
8878.5,38663.3,-2950,32,196,1885,0
4591.73,3032.56,-1250,38,71,249,0
14353.7,54648.1,-5100,34,215,2188,0
7744.6,9282.77,-3025.52,15,138,554,0
6608.48,13502.5,-1536.76,33,96,804,0
6191.28,8489.3,-1538.27,31,87,483,1
8949.34,12374.1,-2678.52,93,136,619,0
11594.1,76018,-6502,61,260,3294,1
11213.5,49982.7,-3530,21,216,2677,0
12426.5,100444,-5076,68,333,4077,1
10348.7,86088,-2450,21,220,3450,0
12895,59376,-6706,42,281,2541,1
13476.5,60163,-4640,28,247,2754,0
13621.4,161140,-8372,47,325,6619,1
3666.56,1914.06,-567.905,6,43,161,1
9970.72,38443.2,-4143.32,15,193,2118,0
15206.2,95961,-9006,183,368,4075,1
30150.6,835718,-14754,83,634,20638,1
9137.24,29121.2,-3361.93,44,179,1626,1
6991.97,10710,-4395,13,131,653,1
9786.99,17278,-5395,97,182,892,1
13733.8,119699,-2730,45,235,4905,0
12208.3,33304,-3864,121,198,1580,1
12261.1,71106.5,-5635.92,51,262,3211,1
13477.5,59666,-5929,48,243,2538,1
5643.51,7600.37,-1810.03,71,104,457,0
8486.78,13868.6,-2764.81,28,133,769,1
21491.5,115017,-10443,65,447,3813,1
9217.31,11580.2,-3028.48,42,156,654,0
5977.56,11316.8,-1864.34,18,102,764,0
7867.97,4820.79,-2694.46,24,131,271,1
13618.5,111900,-5920,51,271,4426,0
5332.46,3421.08,-804.578,50,51,132,0
9137.38,37850.9,-3775.45,37,180,2054,1
7072.02,5114.69,-2202.45,63,107,346,0
7107.27,4038.1,-2278.19,70,101,249,0
15662.3,173536,-7156,53,328,5633,1
9263.5,22821,-4929,55,228,1168,1
15275.6,116938,-12641,76,418,4717,1
10330.9,37778.5,-4226.97,131,205,1751,0
9465.79,52028.4,-3030,43,188,2599,0
11891.7,119400,-4885,29,266,5413,1
3691.44,2173.42,-584.59,5,43,161,1
9520.17,27328.4,-2957.01,99,158,1403,0
14442.7,80055.9,-845,58,223,2059,0
17556.2,107232,-7601,39,328,3806,1
14556.2,93967,-6772,55,291,3802,1
5273.88,4290.18,-1310,17,88,292,0
8063.69,19109,-3694,16,165,1073,1
17079.9,258219,-10581,61,437,9683,1
11888.6,73966.8,-4770,27,249,3630,0
13698.2,61033,-5050,30,247,2754,0
3810.25,2199.02,-1123.68,19,54,165,0
6464.94,3807,-2202,41,90,205,1
15947.4,236801,-11443,450,384,9123,1
10171.9,73143,-5544,56,231,3452,1
7695.92,9639.06,-2912.97,26,138,554,0
11316.7,31063,-4898,55,209,1468,1
25556.1,480552,-11000,49,483,15505,1
9316.77,12239.6,-2569.97,82,136,619,1
19577.4,183949,-6240,79,403,6746,1
13305.5,60465.1,-5120,30,247,2754,0
12608.1,55212.6,-3890,19,216,2677,0
7696.01,5253.69,-2500,24,86,205,0
12708.4,38695.3,-2460,51,234,1581,0
4858.84,4906,-3084,35,79,367,1
14434.2,127300,-4558,78,365,5220,1
9989.74,110259,-2380,33,235,4905,0
32758.4,1009300,-18029,117,708,25126,1
16226.9,123415,-4779,67,294,4627,1
12935.8,52433,-1300,51,223,2059,0
5423.8,4389.22,-1440,16,88,292,0
13788.4,51944.5,-6015.64,49,288,2334,1
7320.95,9364.31,-3135.76,15,138,554,0
13023.9,95238,-6347,88,275,4429,1
6141.52,7242,-2269,9,63,244,1
6039.51,7405.25,-1601.18,48,93,545,0
6795.8,12570.1,-1849.35,12,105,765,0
11204.6,50356,-5150,24,216,2677,0
7739.84,13420,-2830,9,90,613,1
14285.8,95221.8,-5736.03,54,294,4249,0
9543.15,17060.7,-4010.36,81,172,973,0
5037.34,1566,-1286,2,68,117,1
8382.16,4671.07,-2579.36,24,131,271,0
3994.58,1443.9,-998.054,42,52,133,0
9523.89,37853.1,-3767.72,45,180,2054,0
5046.22,4217.95,-689,10,79,317,0
9331.68,23777,-2810,31,146,1258,1
8049,15594,-4192,28,140,771,1
9955.93,48716.7,-5760,35,216,2677,0
6142.8,11285.6,-1846.01,20,102,764,0
4707.64,3845.66,-1410,21,79,317,0
8847.18,28861.9,-2776,90,156,1521,1
10265.7,35100.3,-4363.16,114,208,1691,1
18710.4,161292,-9980,92,388,6290,0
23710,434797,-9049,98,472,11282,1
8835.56,29189.2,-3409.75,36,179,1626,1
6760.53,6916.61,-1940,160,109,486,0
11080.2,26718.6,-4197.21,46,214,1469,0
12930,79902.6,-5180,34,272,3539,0
20591.7,151622,-3950,111,449,5537,0
5645.07,4440.02,-1260,21,88,292,0
8250.11,4659.46,-2603.56,28,131,271,0
3305.2,1331.36,-695.714,32,40,100,0
6590.17,3567,-3317,3,100,268,1
12682.8,74450.8,-4240,26,249,3630,0
14542.8,115990,-5840,61,271,4426,0
9772.49,25463,-173,16,166,1111,0
2289.61,51.5298,-448,8,33,5,1
18492.3,160740,-8860,90,388,6290,0
4874.66,2991.56,-1198.42,34,71,249,0
13051.4,61037.5,-4340,37,247,2754,0
6068.44,11400.5,-1908.81,19,102,764,0
5417.24,5279,-2695,23,88,370,1
14080.1,59512.9,-7290.68,173,305,2610,1
14064.6,69057.6,-2670,63,224,2192,0
5921.16,5460,-1488,5,67,339,1
7278.41,11327,-2507,33,125,689,1
5432,5338,-2290,9,78,345,1
22804.4,278528,-10000,100,537,8350,0
6756.92,12064.9,-1796.28,8,105,765,0
16936.6,135235,-4800,110,449,5537,0
14746.7,59547.6,-6725.62,161,305,2610,0
10824.1,34776.3,-3620,33,234,1581,0
6666.19,8357.91,-908,23,102,516,0
5571.11,4266.8,-1690,14,88,292,1
9577.37,18913.8,-4490,30,168,772,0
9163.84,17092.7,-3965.63,77,172,973,0
5782.43,4607.97,-1770,11,79,292,0
11408.4,68804.5,-5205.23,147,247,3373,1
2475.05,52.7779,-596,8,33,5,1
13644,151365,-7378,47,322,6740,1
5316.49,4213.03,-1460,16,88,292,1
6495.02,5272.46,-1530,7,79,292,0
5598.91,1102,-826,24,66,63,1
9130.63,32402.2,-3667.06,91,176,1922,0
8558.66,10569,-3857,42,140,551,1
5462.91,3509.71,-774.384,47,51,132,0
7082.59,13879.9,-2305.45,91,120,809,0
11776.9,40142,-5581,42,232,2056,1
7882.36,22368,-3237,57,148,1165,1
9762.95,64812,-5319,33,220,3203,1
9615.24,16937.7,-3927.52,82,172,973,0
6566.46,10515.8,-2810,13,109,689,0
10958.5,35372.5,285,33,166,1111,0
10019.2,10314.6,-1390,33,154,587,0
12403.4,116193,-2630,47,235,4905,0
11043.3,68911.8,-5461.69,147,247,3373,1
4209.06,2179.4,-1036.21,20,54,165,0
8793.22,23368.5,-2973.15,29,154,1252,1
13194.1,116609,-7899,185,319,5113,1
24571.5,269975,-10800,103,537,8350,0
9005.99,12426.5,-2672.12,93,136,619,0
9179.22,22829,-2781.44,72,145,1156,0
10545.5,10717.8,-1560,36,154,587,0
11138,48218,-4126,110,211,2253,1
9108.22,13650.2,-2874.24,15,148,729,0
6241.87,7322.26,-1558.11,52,93,545,0
4778,2731.29,-1305.15,52,67,224,1
15037.5,59444.6,-6397.63,161,305,2610,0
7015.25,14179,-2454.23,84,120,809,0
11807.4,50078.6,-2760,77,224,2192,0
9158,36915,-4694,105,174,1806,1
6339.41,7274.08,-1554.74,45,93,545,0
11289.1,113918,-1730,53,235,4905,0
17258.5,113522,-6410,40,322,4619,1
8854.42,16561,-3141,17,108,486,1
5815.5,4914.62,-952,20,85,343,1
9020.1,30287.6,-3349.49,122,171,1747,1
23605.4,497327,-15490,117,624,15343,1
14192.7,75413,-7939,120,311,3379,1
18132.6,161020,-10100,82,388,6290,0
6065.01,7633.88,-1757.47,75,104,457,0
15980,135773,-7849,102,326,5322,1
18787,196620,-10231,49,417,6977,1
13736.5,52962.2,-6013.84,53,288,2334,1
13734.2,52247.3,-4630,57,234,2464,0
11728.9,33366.4,-2240,24,234,1581,0
5944.11,2264.52,-1396.77,20,82,185,0
5437.92,4262.17,-1320,14,88,292,0
6337.4,17569,-2918,8,115,1106,1
7816.61,21418.4,-2789.92,82,139,1108,1
9154.7,16925.5,-4320.51,37,183,931,1
18500,161650,-7650,78,388,6290,0
5831.92,4719.61,-1380,26,85,343,1
8666.98,26833.4,-2797.66,87,156,1521,0
7299.89,14933,-3802,50,134,852,1
15570.6,116371,-4880,51,271,4426,0
9853.08,32825.5,-3412.71,91,176,1922,0
7433.07,14244.3,-2295.94,88,120,809,0
7126.17,14067,-2411.41,87,120,809,0
3727.97,2226.62,-567.707,3,43,161,1
14152,51242.3,-4280,38,234,2464,0
6621.4,10215.9,-2900,14,109,689,0
7608.32,14960,-3181,68,145,851,1
5898.7,10981.1,-1789.77,32,102,764,0
4765.08,2939.87,-1256.89,45,67,224,0
5570.71,4598.57,-1550,21,88,292,0
7620.85,5443.75,-1520,16,79,292,0
10662.4,57064.3,-4578.11,127,217,2904,0
9680.1,30163.9,-3224.97,125,171,1747,1
18252.2,174643,-6918,152,364,6072,1
13248.9,49699.9,-4120,35,234,2464,0
11021.1,39165.9,-3928.65,37,193,2118,0
14434.9,107538,-6925,51,303,4528,1
10350.5,32061,-5004,77,171,1466,1
15579.1,99985,-4230,133,309,4069,1
18032,177266,-6930,66,403,6746,0
4829.71,2984.49,-1299.92,47,67,224,0
9075.43,34571,-4805,30,211,1632,1
17774.6,195370,-4210,50,390,7459,0
13149.2,40266.8,-2760,40,234,1581,0
5315.09,4678.63,-1430,21,85,343,1
5710.25,4126.56,-1494.33,119,88,318,0
4789.95,3232.93,-1169.78,33,71,249,0
4735.26,3979.56,-1240,15,79,317,0
20692.3,238782,-8620,99,537,8350,0
6034.75,11105,-1861.25,22,102,764,0
9548.12,44945,-4787,88,188,2318,1
9790.87,27680.4,-2926.8,99,158,1403,0
10896.4,49579.8,-4870,22,216,2677,0
20734.5,526515,-13947,92,574,17322,1
5749.25,11406.6,-1857.86,17,102,764,0
15509.3,219614,-8553,38,308,7443,1
7633.5,11188,-2818,21,127,657,1
8996.73,12292.3,-2456.06,77,128,693,0
22270.3,516052,-11610,143,540,18067,0
12953.8,60657.5,-5130,24,247,2754,0
7652.77,14697,-2224,23,135,808,1
6170.51,7601.68,-2120,19,102,516,0
9797.19,15412,-2835,247,154,811,1
8978.08,20290,-3557.28,91,163,1162,0
7940.39,12851.8,-2673.91,15,132,806,0
7511.96,7494.53,-1470,160,109,486,1
8361.25,9486.97,-2905.36,15,138,554,0
12891.5,57664.2,-2770,66,224,2192,1
8421.04,12351.7,-2506.52,87,128,693,0
14307.8,122973,-7655,65,284,4913,1
21275,408503,-8430,59,473,14125,0
12267.7,117345,-2950,44,235,4905,0
8683.22,25552,-3216.42,32,157,1519,0
9556.51,26678.2,-3229.8,26,174,1415,0
12678.1,56642.7,-4205.9,29,215,2394,1
5648.37,4717.24,-958,21,88,292,0
8131.59,2434,-1782,15,110,134,1
5799.93,6030,-1152,12,80,316,1
7827.7,7481,-2187,7,97,400,1
17237.2,263354,-8617,41,412,8732,1
4264.75,2017,-1066.56,5,63,166,0
2465.64,52.0134,-734,8,33,5,1
14357.4,95273.8,-5719.22,35,294,4249,0
11125.7,49788.2,-5530,33,216,2677,0
7310.28,15253,-2289,57,129,977,1
10662.2,29093.8,-2290,37,194,1521,1
8032.13,13040.9,-2687.77,15,132,806,0
10780.2,83339.3,-2490,28,220,3450,0
13657.4,60692.7,-4310,23,247,2754,0
24494.1,473584,-13400,64,483,15505,1
3991.77,1541.11,-1029.99,32,52,133,1
8231.27,16360,-4554,24,120,803,1
18314,162158,-11300,81,388,6290,0
22429.2,406787,-8510,57,473,14125,0
8368.98,26567,-3618,28,165,1524,1
9976.33,36430,-4388.08,117,208,1691,0
6977.22,9168.91,-1963.68,66,107,517,1
23119.4,418518,-10674,80,504,13141,1
6418.51,10366.4,-3130,16,109,689,0
5503.43,4438.66,-999,20,88,292,0
6011.11,7351.58,-1623.49,50,93,545,0
6883.62,4245.33,-1289.36,30,75,248,1
4321.38,1917.79,-1055.43,5,63,166,0
8330.55,11958.4,-2590.15,86,128,693,0
10066.2,27040.4,-3270.03,32,174,1415,0
11448,103044,-6929,66,249,4907,1
9943.07,34145,-3436.39,92,176,1922,1
15379.6,129045,-6456,65,335,4818,1
9753.68,28589,-7243,24,177,1578,1
8532.55,11293.1,-3070.74,33,156,654,0
12906.6,72085.8,-5544.05,46,262,3211,1
10132.5,10294,-2820,35,154,587,0
22769.7,251647,-10564,93,480,8610,1
24058,364155,-14146,62,572,10981,1
4511.85,2020,-1209,3,68,149,1
7417.38,19164.1,-3250,9,119,973,1
20635,151412,-8200,56,449,5537,0
3842.02,1519.86,-591.08,30,40,100,0
13406.7,52146.8,-5979.89,52,288,2334,1
9762.67,17428.3,-3835.53,81,172,973,0
12848.5,41528,-5331,69,264,1695,1
10036.9,24215.7,-1960,17,166,1111,1
24106.8,470943,-10400,40,483,15505,0
6751.12,6542.2,-2100,13,119,395,1
10572.3,64547,-6935,34,243,3052,1
2535.87,51.4581,-427,6,33,5,1
14078.7,76324.6,-1468.86,46,262,3211,0
7700.4,18030,-1884,51,138,1024,1
8174.63,36478,-2661,15,144,1925,1
8336.13,11845.9,-2538.1,89,128,693,0
10433.5,57935,-4304,23,221,2824,1
5706.75,1701.63,-1365.01,21,76,147,1
5864.34,7232.32,-1646.52,50,93,545,0
12939.8,42689,-7420,155,264,1873,1
9366.04,25056.3,-2744.19,15,154,1252,0
4892.3,3269.42,-1139.01,32,71,249,0
9681.38,17489,-3214,93,159,936,1
17572.6,352221,-14369,104,450,13308,1
10334,10453.7,-2240,36,154,587,0
27564.9,473966,-13486,73,609,14484,1
11726.2,86720,-6151,67,201,3535,1
8744.24,51613.2,-3900,21,188,2599,0
8103.53,20373,-2934.3,64,145,1156,0
4751.69,4228.86,-2010,11,79,317,0
12154.2,50751.7,-5140,38,234,2464,0
4945.19,3289.79,-1194.93,36,71,249,0
9493.59,22983.7,-3785.88,31,176,1313,1
8588.72,11329.5,-3201.65,40,156,654,0
19778.2,409983,-11400,66,473,14125,0
22496.3,518543,-11443.8,147,540,18067,0
12290.9,115286,-3020,41,235,4905,0
15492.2,118247,-5290,58,271,4426,0
10861.9,43273,-8498,112,231,2188,1
5192.89,4264.28,-1320,10,79,317,0
10018.6,36984,-3413,30,196,1811,1
6979.66,5055.61,-1961.39,48,107,346,0
15966.9,116317,-4170,57,271,4426,0
3990.78,1411.09,-943.298,38,52,133,0
21884.5,410891,-8950,63,473,14125,0
8851.16,13460.2,-2815.19,14,148,729,0
10909.3,102718,-5939,43,233,4712,1
12847.8,47484.7,-3170,86,223,2059,0
6381,7979,-2636,7,96,485,1
7129.66,13621,-3598,11,131,845,1
8070.5,21314,-2858,22,145,1109,1
5506.14,4275.84,-1600,14,88,292,1
3999.01,2169.38,-1041.16,20,54,165,0
10042.5,8922,-3609,32,125,347,1
8192.03,18163,-3179,29,150,936,1
12188.7,16295,-4090,184,186,524,1
17362.5,161236,-12000,82,388,6290,0
7814.93,9272.76,-3042.6,15,138,554,0
8625.92,12154.8,-2460.8,81,128,693,0
16081.7,112581,-5940,53,322,4619,0
5090.71,3163,-933,15,81,203,1
17400.3,300261,-9134.56,50,412,10672,1
12334.8,90901.5,-5890,47,254,3885,0
7335.41,14129.7,-2123.69,95,120,809,0
11022.3,37999.9,-4313.44,118,205,1751,0
6882.8,14383.7,-2509.7,69,120,809,0
16045.4,164289,-7684.35,80,352,6744,0
9663.57,30042.8,-3154.89,99,171,1747,1
20975.1,263877,-11197,51,433,8473,1
8168.04,9611.71,-3009.33,97,130,490,0
22277.6,515957,-11555.1,143,540,18067,0
8204.68,17699,-3108,31,159,938,1
9506.32,10088,-2440,40,154,587,0
4846.43,3217.2,-1172.67,26,71,249,0
5945.33,1776.01,-1755.02,50,84,136,1
18626.6,161007,-7790,80,388,6290,0
2491.58,59.1342,-366,92,33,5,0
10645.4,38699,-3815.66,39,193,2118,0
6790.71,4089.3,-2574.81,73,101,249,1
7722.56,9097.98,-1500,23,102,516,0
13559.2,61963.7,-2130,40,223,2822,0
4376.05,1946.46,-1052.22,4,63,166,0
21856.7,409666,-8590,60,473,14125,0
11042,85889.1,-2070,18,220,3450,0
8157.59,16944.7,-2808.13,75,142,844,0
22037,171382,-6950,106,449,5537,0
3928.15,1525.93,-587.71,30,40,100,0
14794.5,209266,-8057,46,342,8074,1
5735.35,7145.14,-1667.79,53,93,545,0
7995.67,12868.3,-2767.75,15,132,806,0
4707.34,2881.28,-1209.12,38,67,224,1
8662.79,4666.57,-2594.47,33,131,271,1
8266.7,12990.6,-2616.45,15,132,806,0
12951.5,90628.1,-5310,63,254,3885,0
8840.07,16891,-2648.11,72,142,844,0
23014.3,467403,-12900,43,483,15505,0
10650.3,24912.2,-1740,30,166,1111,0
13435.8,88831,-4810,58,250,3051,1
32347.7,855945,-17463,163,711,20648,1
3786.09,1430.1,-970.087,41,52,133,0
11607.6,50178.7,-4280,19,216,2677,0
17485.6,165557,-7441.82,71,352,6744,0
5513.94,4357.15,-1320,17,88,292,0
14341.9,59520.7,-6651.72,157,305,2610,0
5118.47,4169.92,-1520,10,79,317,0
18988.1,180356,-16440,240,478,6410,1
5702.15,8722,-1378,11,94,581,1
8872.53,27449.9,-2870,33,156,1364,0
11599.7,63816,-3966,27,251,3052,1
13141.7,117772,-4020,34,235,4905,0
9124.45,28716.8,-3439.81,39,179,1626,1
17624.3,208844,-7547,83,378,7823,1
11179.7,40389,-6680,167,229,1933,1
5840.35,7529.36,-1900.47,59,104,457,0
22989.3,515466,-11671.2,144,540,18067,0
15717,157351,-9659,255,381,6071,1
6186.84,3642,-1579,37,85,205,1
